Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,42012721.35,0.02906,42012721.35,3590436,11.7,Japan,Tokyo Stock Exchange,JPY
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,41946889.42,0.02902,41946889.42,2541432,16.51,Sweden,Nasdaq Omx Nordic,SEK
BIIB,BIOGEN INC,Health Care,Equity,41784299.91,0.02891,41784299.91,218343,191.37,United States,NASDAQ,USD
ADYEN,ADYEN NV,Financials,Equity,41669268.99,0.02883,41669268.99,39728,1048.87,Netherlands,Euronext Amsterdam,EUR
HSY,HERSHEY FOODS,Consumer Staples,Equity,41613087.36,0.02879,41613087.36,218648,190.32,United States,New York Stock Exchange Inc.,USD
MDB,MONGODB INC CLASS A,Information Technology,Equity,41257216.98,0.02854,41257216.98,136122,303.09,United States,NASDAQ,USD
4062,IBIDEN LTD,Information Technology,Equity,41213620.41,0.02851,41213620.41,384300,107.24,Japan,Tokyo Stock Exchange,JPY
PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,41139504.25,0.02846,41139504.25,36458,1128.41,Switzerland,SIX Swiss Exchange,CHF
GBP,GBP CASH,Cash and/or Derivatives,Cash,41104900.83,0.02844,41104900.83,30483074,134.85,United Kingdom,--,GBP
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,41102343.75,0.02843,41102343.75,346125,118.75,United States,NASDAQ,USD
FE,FIRSTENERGY CORP,Utilities,Equity,41058147.5,0.0284,41058147.5,922655,44.5,United States,New York Stock Exchange Inc.,USD
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,40990355.28,0.02836,40990355.28,223332,183.54,United States,New York Stock Exchange Inc.,USD
1,CK HUTCHISON HOLDINGS LTD,Industrials,Equity,40972266.48,0.02834,40972266.48,4381040,9.35,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
AMRZ,AMRIZE AG,Materials,Equity,40902430.38,0.0283,40902430.38,803742,50.89,United States,New York Stock Exchange Inc.,USD
AV.,AVIVA PLC,Financials,Equity,40868622.33,0.02827,40868622.33,4826091,8.47,United Kingdom,London Stock Exchange,GBP
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,40808997.65,0.02823,40808997.65,1744344,23.4,Netherlands,Euronext Amsterdam,EUR
P,EVERPURE INC CLASS A,Information Technology,Equity,40812778.8,0.02823,40812778.8,487026,83.8,United States,New York Stock Exchange Inc.,USD
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,40780843.38,0.02821,40780843.38,958647,42.54,United States,New York Stock Exchange Inc.,USD
FICO,FAIR ISAAC CORP,Information Technology,Equity,40669184.52,0.02813,40669184.52,37764,1076.93,United States,New York Stock Exchange Inc.,USD
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,40302753.26,0.02788,40302753.26,658757,61.18,United States,New York Stock Exchange Inc.,USD
ES,EVERSOURCE ENERGY,Utilities,Equity,40037993.03,0.0277,40037993.03,581863,68.81,United States,New York Stock Exchange Inc.,USD
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,40026041.85,0.02769,40026041.85,69515,575.79,United States,NASDAQ,USD
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,40009642.86,0.02768,40009642.86,134166,298.21,United States,NASDAQ,USD
RF,REGIONS FINANCIAL CORP,Financials,Equity,39994390.4,0.02767,39994390.4,1492328,26.8,United States,New York Stock Exchange Inc.,USD
PPL,PPL CORP,Utilities,Equity,39948370,0.02764,39948370,1116500,35.78,United States,New York Stock Exchange Inc.,USD
ANTO,ANTOFAGASTA PLC,Materials,Equity,39920517.98,0.02762,39920517.98,693807,57.54,United Kingdom,London Stock Exchange,GBP
XYL,XYLEM INC,Industrials,Equity,39849730.56,0.02757,39849730.56,364124,109.44,United States,New York Stock Exchange Inc.,USD
7751,CANON INC,Information Technology,Equity,39756955.71,0.0275,39756955.71,1491664,26.65,Japan,Tokyo Stock Exchange,JPY
DNB,DNB BANK,Financials,Equity,39683097.58,0.02745,39683097.58,1326856,29.91,Norway,Oslo Bors Asa,NOK
RBLX,ROBLOX CORP CLASS A,Communication,Equity,39437451.12,0.02728,39437451.12,902046,43.72,United States,New York Stock Exchange Inc.,USD
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,39417697.05,0.02727,39417697.05,391165,100.77,United States,NASDAQ,USD
VRSN,VERISIGN INC,Information Technology,Equity,39325315.05,0.0272,39325315.05,134239,292.95,United States,NASDAQ,USD
MKL,MARKEL GROUP INC,Financials,Equity,39249864.62,0.02715,39249864.62,21262,1846.01,United States,New York Stock Exchange Inc.,USD
QBE,QBE INSURANCE GROUP LTD,Financials,Equity,39178843.33,0.0271,39178843.33,2396464,16.35,Australia,Asx - All Markets,AUD
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,39133598.9,0.02707,39133598.9,2550000,15.35,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
HUBB,HUBBELL INC,Industrials,Equity,39056480.75,0.02702,39056480.75,81025,482.03,United States,New York Stock Exchange Inc.,USD
2388,BOC HONG KONG HOLDINGS LTD,Financials,Equity,39030736.1,0.027,39030736.1,6616977,5.9,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,38998594.84,0.02698,38998594.84,157481,247.64,United States,NASDAQ,USD
NTRA,NATERA INC,Health Care,Equity,38960809.51,0.02695,38960809.51,197861,196.91,United States,NASDAQ,USD
INSM,INSMED INC,Health Care,Equity,38940816,0.02694,38940816,336800,115.62,United States,NASDAQ,USD
PPG,PPG INDUSTRIES INC,Materials,Equity,38793094.08,0.02684,38793094.08,366249,105.92,United States,New York Stock Exchange Inc.,USD
5020,ENEOS HOLDINGS INC,Energy,Equity,38677904.35,0.02676,38677904.35,4649728,8.32,Japan,Tokyo Stock Exchange,JPY
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,38629144.93,0.02672,38629144.93,339239,113.87,United States,New York Stock Exchange Inc.,USD
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,38601562.5,0.0267,38601562.5,247050,156.25,United States,New York Stock Exchange Inc.,USD
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,38528636.39,0.02665,38528636.39,233069,165.31,United States,NASDAQ,USD
8308,RESONA HOLDINGS INC,Financials,Equity,38506562.33,0.02664,38506562.33,2974900,12.94,Japan,Tokyo Stock Exchange,JPY
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,38478827.28,0.02662,38478827.28,305436,125.98,United States,New York Stock Exchange Inc.,USD
6971,KYOCERA CORP,Information Technology,Equity,38486666.41,0.02662,38486666.41,2073756,18.56,Japan,Tokyo Stock Exchange,JPY
SAMPO,SAMPO CLASS A,Financials,Equity,38456962.6,0.0266,38456962.6,3724602,10.33,Finland,Nasdaq Omx Helsinki Ltd.,EUR
FSLR,FIRST SOLAR INC,Information Technology,Equity,38072074.26,0.02634,38072074.26,164373,231.62,United States,NASDAQ,USD
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,37734373.3,0.0261,37734373.3,249154,151.45,United Kingdom,London Stock Exchange,USD
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,37735740.96,0.0261,37735740.96,75732,498.28,United States,NASDAQ,USD
NN,NN GROUP NV,Financials,Equity,37526513.34,0.02596,37526513.34,421528,89.03,Netherlands,Euronext Amsterdam,EUR
CPAY,CORPAY INC,Financials,Equity,37492463,0.02594,37492463,113900,329.17,United States,New York Stock Exchange Inc.,USD
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,37405017.45,0.02588,37405017.45,395193,94.65,United States,New York Stock Exchange Inc.,USD
ESLT,ELBIT SYSTEMS LTD,Industrials,Equity,37268794.42,0.02578,37268794.42,47767,780.22,Israel,Tel Aviv Stock Exchange,ILS
8604,NOMURA HOLDINGS INC,Financials,Equity,37241137.66,0.02576,37241137.66,4655731,8,Japan,Tokyo Stock Exchange,JPY
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,37176580.95,0.02572,37176580.95,264395,140.61,United States,New York Stock Exchange Inc.,USD
ML,MICHELIN,Consumer Discretionary,Equity,37178198.55,0.02572,37178198.55,1002856,37.07,France,Nyse Euronext - Euronext Paris,EUR
6178,JAPAN POST HOLDINGS LTD,Financials,Equity,37076957.22,0.02565,37076957.22,3005400,12.34,Japan,Tokyo Stock Exchange,JPY
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,36969646.34,0.02557,36969646.34,376358,98.23,United States,NASDAQ,USD
1605,INPEX CORP,Energy,Equity,36885032.34,0.02552,36885032.34,1488057,24.79,Japan,Tokyo Stock Exchange,JPY
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,36888738.94,0.02552,36888738.94,993178,37.14,Australia,Asx - All Markets,AUD
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,36783255,0.02545,36783255,688825,53.4,United States,NASDAQ,USD
EXE,EXPAND ENERGY CORP,Energy,Equity,36709834.2,0.02539,36709834.2,379626,96.7,United States,NASDAQ,USD
LDO,LEONARDO FINMECCANICA SPA,Industrials,Equity,36686991.89,0.02538,36686991.89,630029,58.23,Italy,Borsa Italiana,EUR
LH,LABCORP HOLDINGS INC,Health Care,Equity,36663468.66,0.02536,36663468.66,144333,254.02,United States,New York Stock Exchange Inc.,USD
IMO,IMPERIAL OIL LTD,Energy,Equity,36634316.83,0.02534,36634316.83,276956,132.27,Canada,Toronto Stock Exchange,CAD
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,36547630.35,0.02528,36547630.35,347907,105.05,United States,New York Stock Exchange Inc.,USD
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,Equity,36343669.86,0.02514,36343669.86,116671,311.51,Netherlands,Euronext Amsterdam,EUR
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,36345139.68,0.02514,36345139.68,558984,65.02,United States,New York Stock Exchange Inc.,USD
ILMN,ILLUMINA INC,Health Care,Equity,36210785.52,0.02505,36210785.52,252798,143.24,United States,NASDAQ,USD
NTAP,NETAPP INC,Information Technology,Equity,36188757.57,0.02503,36188757.57,301749,119.93,United States,NASDAQ,USD
OMC,OMNICOM GROUP INC,Communication,Equity,36023064.48,0.02492,36023064.48,503256,71.58,United States,New York Stock Exchange Inc.,USD
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,35975215.38,0.02489,35975215.38,184858,194.61,United States,New York Stock Exchange Inc.,USD
BT.A,BT GROUP PLC,Communication,Equity,35912598.24,0.02484,35912598.24,11357144,3.16,United Kingdom,London Stock Exchange,GBP
6902,DENSO CORP,Consumer Discretionary,Equity,35889124.84,0.02483,35889124.84,3012572,11.91,Japan,Tokyo Stock Exchange,JPY
CMS,CMS ENERGY CORP,Utilities,Equity,35811392.76,0.02477,35811392.76,488826,73.26,United States,New York Stock Exchange Inc.,USD
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,35794042.72,0.02476,35794042.72,856112,41.81,United States,New York Stock Exchange Inc.,USD
VRSK,VERISK ANALYTICS INC,Industrials,Equity,35709017.52,0.0247,35709017.52,227678,156.84,United States,NASDAQ,USD
ABN,ABN AMRO BANK NV,Financials,Equity,35638692.55,0.02465,35638692.55,927716,38.42,Netherlands,Euronext Amsterdam,EUR
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,35491417.5,0.02455,35491417.5,91355,388.5,United States,New York Stock Exchange Inc.,USD
RYA,RYANAIR HOLDINGS PLC,Industrials,Equity,35342051.95,0.02445,35342051.95,1347222,26.23,Ireland,Irish Stock Exchange - All Market,EUR
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,35314051.41,0.02443,35314051.41,117639,300.19,United States,New York Stock Exchange Inc.,USD
DD,DUPONT DE NEMOURS INC,Materials,Equity,35272096.2,0.0244,35272096.2,697077,50.6,United States,New York Stock Exchange Inc.,USD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,35251992.43,0.02439,35251992.43,461418,76.4,Canada,Toronto Stock Exchange,CAD
DXCM,DEXCOM INC,Health Care,Equity,35147968.52,0.02431,35147968.52,607886,57.82,United States,NASDAQ,USD
FFIV,F5 INC,Information Technology,Equity,34974389.52,0.02419,34974389.52,95928,364.59,United States,NASDAQ,USD
HEXA B,HEXAGON CLASS B,Information Technology,Equity,34957617.54,0.02418,34957617.54,3427703,10.2,Sweden,Nasdaq Omx Nordic,SEK
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,34958058.61,0.02418,34958058.61,734655,47.58,Germany,Xetra,EUR
NI,NISOURCE INC,Utilities,Equity,34873995.76,0.02412,34873995.76,735428,47.42,United States,New York Stock Exchange Inc.,USD
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,34779861.15,0.02406,34779861.15,755263,46.05,United States,NASDAQ,USD
BMPS,BANCA MONTE DEI PASCHI DI SIENA SP,Financials,Equity,34770419.71,0.02405,34770419.71,3145187,11.06,Italy,Borsa Italiana,EUR
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,34675395.83,0.02399,34675395.83,231989,149.47,United States,NASDAQ,USD
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,34616177.22,0.02395,34616177.22,216649,159.78,United States,NASDAQ,USD
KPN,KONINKLIJKE KPN NV,Communication,Equity,34534299.6,0.02389,34534299.6,6448645,5.36,Netherlands,Euronext Amsterdam,EUR
ENTG,ENTEGRIS INC,Information Technology,Equity,34518933.24,0.02388,34518933.24,247874,139.26,United States,NASDAQ,USD
BPE,BPER BANCA,Financials,Equity,34449951.16,0.02383,34449951.16,2326090,14.81,Italy,Borsa Italiana,EUR
4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,34347490.96,0.02376,34347490.96,1683783,20.4,Japan,Tokyo Stock Exchange,JPY
9020,EAST JAPAN RAILWAY,Industrials,Equity,34241208.01,0.02369,34241208.01,1471488,23.27,Japan,Tokyo Stock Exchange,JPY
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,34173608.94,0.02364,34173608.94,277902,122.97,United States,New York Stock Exchange Inc.,USD
HBAN,HELVETIA BALOISE HOLDING N AG,Financials,Equity,33975305.28,0.0235,33975305.28,125374,270.99,Switzerland,SIX Swiss Exchange,CHF
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,33946474.56,0.02348,33946474.56,180624,187.94,United States,New York Stock Exchange Inc.,USD
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,33704485.89,0.02332,33704485.89,167509,201.21,United States,NASDAQ,USD
AENA,AENA SME SA,Industrials,Equity,33706507.67,0.02332,33706507.67,1232208,27.35,Spain,Bolsa De Madrid,EUR
PUB,PUBLICIS GROUPE SA,Communication,Equity,33708354.09,0.02332,33708354.09,371810,90.66,France,Nyse Euronext - Euronext Paris,EUR
FTV,FORTIVE CORP,Industrials,Equity,33651745.56,0.02328,33651745.56,571143,58.92,United States,New York Stock Exchange Inc.,USD
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Equity,33597751.78,0.02324,33597751.78,942746,35.64,Japan,Tokyo Stock Exchange,JPY
KHC,KRAFT HEINZ,Consumer Staples,Equity,33559360.38,0.02322,33559360.38,1439698,23.31,United States,NASDAQ,USD
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,33449845.66,0.02314,33449845.66,131351,254.66,United States,NASDAQ,USD
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,33417356.13,0.02312,33417356.13,367911,90.83,Netherlands,NASDAQ,USD
NXT,NEXT PLC,Consumer Discretionary,Equity,33361194.81,0.02308,33361194.81,195886,170.31,United Kingdom,London Stock Exchange,GBP
VLTO,VERALTO CORP,Industrials,Equity,33199618.69,0.02297,33199618.69,389347,85.27,United States,New York Stock Exchange Inc.,USD
WRT1V,WARTSILA,Industrials,Equity,33156258.24,0.02294,33156258.24,784177,42.28,Finland,Nasdaq Omx Helsinki Ltd.,EUR
8267,AEON LTD,Consumer Staples,Equity,33138520.98,0.02292,33138520.98,3548200,9.34,Japan,Tokyo Stock Exchange,JPY
6920,LASERTEC CORP,Information Technology,Equity,33085080.15,0.02289,33085080.15,129000,256.47,Japan,Tokyo Stock Exchange,JPY
HEIA,HEINEKEN NV,Consumer Staples,Equity,33034742.42,0.02285,33034742.42,436334,75.71,Netherlands,Euronext Amsterdam,EUR
ACA,CREDIT AGRICOLE SA,Financials,Equity,32997091.17,0.02283,32997091.17,1645366,20.05,France,Nyse Euronext - Euronext Paris,EUR
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,32970404.55,0.02281,32970404.55,189867,173.65,United States,New York Stock Exchange Inc.,USD
GEBN,GEBERIT AG,Industrials,Equity,32909843.31,0.02277,32909843.31,51192,642.87,Switzerland,SIX Swiss Exchange,CHF
STE,STERIS,Health Care,Equity,32889434.4,0.02275,32889434.4,152280,215.98,United States,New York Stock Exchange Inc.,USD
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,32866902.88,0.02274,32866902.88,1219673,26.95,Canada,Toronto Stock Exchange,CAD
BXB,BRAMBLES LTD,Industrials,Equity,32845590.23,0.02272,32845590.23,2082736,15.77,Australia,Asx - All Markets,AUD
EPI A,EPIROC CLASS A,Industrials,Equity,32778672.84,0.02268,32778672.84,1123385,29.18,Sweden,Nasdaq Omx Nordic,SEK
KNEBV,KONE,Industrials,Equity,32746458.2,0.02265,32746458.2,562640,58.2,Finland,Nasdaq Omx Helsinki Ltd.,EUR
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,32714218.24,0.02263,32714218.24,88936,367.84,United States,New York Stock Exchange Inc.,USD
NST,NORTHERN STAR RESOURCES LTD,Materials,Equity,32718747.56,0.02263,32718747.56,2142442,15.27,Australia,Asx - All Markets,AUD
A5G,AIB GROUP PLC,Financials,Equity,32668148.16,0.0226,32668148.16,2892379,11.29,Ireland,Irish Stock Exchange - All Market,EUR
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,32508330.69,0.02249,32508330.69,211629,153.61,United States,New York Stock Exchange Inc.,USD
MTD,METTLER TOLEDO INC,Health Care,Equity,32366934.15,0.02239,32366934.15,31065,1041.91,United States,New York Stock Exchange Inc.,USD
KER,KERING SA,Consumer Discretionary,Equity,32309939.17,0.02235,32309939.17,113209,285.4,France,Nyse Euronext - Euronext Paris,EUR
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,32299436.4,0.02234,32299436.4,484540,66.66,United States,New York Stock Exchange Inc.,USD
SW,SMURFIT WESTROCK PLC,Materials,Equity,32191647.78,0.02227,32191647.78,804389,40.02,United States,New York Stock Exchange Inc.,USD
PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,32184230.17,0.02226,32184230.17,1249093,25.77,Netherlands,Euronext Amsterdam,EUR
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,32125473.62,0.02222,32125473.62,309598,103.77,Germany,Xetra,EUR
CDE,COEUR MINING INC,Materials,Equity,32106844.8,0.02221,32106844.8,1654992,19.4,United States,New York Stock Exchange Inc.,USD
SAB,BANCO DE SABADELL SA,Financials,Equity,32086707.37,0.0222,32086707.37,8274547,3.88,Spain,Bolsa De Madrid,EUR
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,32064554.53,0.02218,32064554.53,648876,49.42,Canada,Toronto Stock Exchange,CAD
HPQ,HP INC,Information Technology,Equity,31894287.38,0.02206,31894287.38,1535594,20.77,United States,New York Stock Exchange Inc.,USD
KEY,KEYCORP,Financials,Equity,31664668.52,0.0219,31664668.52,1502119,21.08,United States,New York Stock Exchange Inc.,USD
LNT,ALLIANT ENERGY CORP,Utilities,Equity,31544512.65,0.02182,31544512.65,435397,72.45,United States,NASDAQ,USD
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,31520063.4,0.0218,31520063.4,16268,1937.55,United States,NASDAQ,USD
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,31503311.85,0.02179,31503311.85,690351,45.63,Germany,Xetra,EUR
SCMN,SWISSCOM AG,Communication,Equity,31463078.99,0.02177,31463078.99,36338,865.85,Switzerland,SIX Swiss Exchange,CHF
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,31465786.68,0.02177,31465786.68,1598332,19.69,Ireland,Irish Stock Exchange - All Market,EUR
TROW,T ROWE PRICE GROUP INC,Financials,Equity,31476123.14,0.02177,31476123.14,307354,102.41,United States,NASDAQ,USD
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,31321371.84,0.02167,31321371.84,2269251,13.8,Sweden,Nasdaq Omx Nordic,SEK
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,31205117.7,0.02159,31205117.7,141777,220.1,United States,New York Stock Exchange Inc.,USD
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,31169656.74,0.02156,31169656.74,8762386,3.56,United Kingdom,London Stock Exchange,GBP
NSIS B,NOVOZYMES B,Materials,Equity,31074001.33,0.0215,31074001.33,525674,59.11,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,31056148.75,0.02148,31056148.75,364295,85.25,United States,New York Stock Exchange Inc.,USD
VNA,VONOVIA SE,Real Estate,Equity,30868047.9,0.02135,30868047.9,1190456,25.93,Germany,Xetra,EUR
IREN,IREN LTD,Information Technology,Equity,30667825.6,0.02122,30667825.6,525134,58.4,United States,NASDAQ,USD
COL,COLES GROUP LTD,Consumer Staples,Equity,30522487.07,0.02111,30522487.07,2044097,14.93,Australia,Asx - All Markets,AUD
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,30470677.01,0.02108,30470677.01,90709,335.92,Germany,Xetra,EUR
WRB,WR BERKLEY CORP,Financials,Equity,30461289.75,0.02107,30461289.75,461325,66.03,United States,New York Stock Exchange Inc.,USD
ALFA,ALFA LAVAL,Industrials,Equity,30448122.77,0.02106,30448122.77,525807,57.91,Sweden,Nasdaq Omx Nordic,SEK
TEF,TELEFONICA SA,Communication,Equity,30426525.12,0.02105,30426525.12,6451240,4.72,Spain,Bolsa De Madrid,EUR
EFX,EQUIFAX INC,Industrials,Equity,30379710.96,0.02102,30379710.96,192618,157.72,United States,New York Stock Exchange Inc.,USD
EVN,EVOLUTION MINING LTD,Materials,Equity,30383457.57,0.02102,30383457.57,3177527,9.56,Australia,Asx - All Markets,AUD
BAER,JULIUS BAER GRUPPE AG,Financials,Equity,30323425.38,0.02098,30323425.38,349496,86.76,Switzerland,SIX Swiss Exchange,CHF
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,30334491.87,0.02098,30334491.87,224517,135.11,United States,NASDAQ,USD
TXT,TEXTRON INC,Industrials,Equity,30237309.72,0.02092,30237309.72,330318,91.54,United States,New York Stock Exchange Inc.,USD
7269,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,30118983.97,0.02084,30118983.97,2480816,12.14,Japan,Tokyo Stock Exchange,JPY
SNA,SNAP ON INC,Industrials,Equity,30022556.02,0.02077,30022556.02,81946,366.37,United States,New York Stock Exchange Inc.,USD
ASTS,AST SPACEMOBILE INC CLASS A,Communication,Equity,29872642.68,0.02067,29872642.68,359868,83.01,United States,NASDAQ,USD
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,29778968.94,0.0206,29778968.94,101798,292.53,United States,New York Stock Exchange Inc.,USD
L,LOEWS CORP,Financials,Equity,29713740,0.02056,29713740,282450,105.2,United States,New York Stock Exchange Inc.,USD
TOU,TOURMALINE OIL CORP,Energy,Equity,29686170.53,0.02054,29686170.53,614327,48.32,Canada,Toronto Stock Exchange,CAD
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,29666376.22,0.02052,29666376.22,1061926,27.94,Japan,Tokyo Stock Exchange,JPY
GIS,GENERAL MILLS INC,Consumer Staples,Equity,29628821.6,0.0205,29628821.6,894320,33.13,United States,New York Stock Exchange Inc.,USD
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,29624331.93,0.02049,29624331.93,329269,89.97,United States,NASDAQ,USD
BOL,BOLIDEN,Materials,Equity,29444120.87,0.02037,29444120.87,504182,58.4,Sweden,Nasdaq Omx Nordic,SEK
VACN,VAT GROUP AG,Industrials,Equity,29434371.24,0.02036,29434371.24,38894,756.78,Switzerland,SIX Swiss Exchange,CHF
LUN,LUNDIN MINING CORP,Materials,Equity,29239118.63,0.02023,29239118.63,970432,30.13,Canada,Toronto Stock Exchange,CAD
WSP,WSP GLOBAL INC,Industrials,Equity,29179232.56,0.02019,29179232.56,209773,139.1,Canada,Toronto Stock Exchange,CAD
EVRG,EVERGY INC,Utilities,Equity,29177712.78,0.02018,29177712.78,352686,82.73,United States,NASDAQ,USD
9022,CENTRAL JAPAN RAILWAY,Industrials,Equity,29034138.29,0.02008,29034138.29,1269100,22.88,Japan,Tokyo Stock Exchange,JPY
AGI,ALAMOS GOLD INC CLASS A,Materials,Equity,28994628.78,0.02006,28994628.78,667635,43.43,Canada,Toronto Stock Exchange,CAD
BAMI,BANCO BPM,Financials,Equity,29001662.97,0.02006,29001662.97,1862730,15.57,Italy,Borsa Italiana,EUR
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Equity,28854957.66,0.01996,28854957.66,427038,67.57,United States,NASDAQ,USD
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,28768574.92,0.0199,28768574.92,233587,123.16,United States,New York Stock Exchange Inc.,USD
RBA,RB GLOBAL INC,Industrials,Equity,28755412.61,0.01989,28755412.61,282503,101.79,Canada,Toronto Stock Exchange,CAD
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,28652069.95,0.01982,28652069.95,376555,76.09,United States,New York Stock Exchange Inc.,USD
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,28587609.36,0.01978,28587609.36,390168,73.27,United States,New York Stock Exchange Inc.,USD
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,28489804.47,0.01971,28489804.47,312491,91.17,United States,NASDAQ,USD
CLNX,CELLNEX TELECOM,Communication,Equity,28413515.52,0.01966,28413515.52,846144,33.58,Spain,Bolsa De Madrid,EUR
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,28288155.85,0.01957,28288155.85,177857,159.05,United States,NASDAQ,USD
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,28208048.04,0.01951,28208048.04,1760802,16.02,United States,NASDAQ,USD
5401,NIPPON STEEL CORP,Materials,Equity,28058829.56,0.01941,28058829.56,7978000,3.52,Japan,Tokyo Stock Exchange,JPY
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,28038714.55,0.0194,28038714.55,346885,80.83,United States,New York Stock Exchange Inc.,USD
CAP,CAPGEMINI,Information Technology,Equity,27921733.56,0.01932,27921733.56,247214,112.95,France,Nyse Euronext - Euronext Paris,EUR
MRK,MERCK,Health Care,Equity,27925410.07,0.01932,27925410.07,198002,141.04,Germany,Xetra,EUR
6383,DAIFUKU LTD,Industrials,Equity,27902724.71,0.0193,27902724.71,588200,47.44,Japan,Tokyo Stock Exchange,JPY
2,CLP HOLDINGS LTD,Utilities,Equity,27834995.9,0.01926,27834995.9,2827689,9.84,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
PTC,PTC INC,Information Technology,Equity,27838121.45,0.01926,27838121.45,199057,139.85,United States,NASDAQ,USD
